#STL &amp; #KCMO would be prime locations for @Amazon’s second HQ https://t.co/O23rNDg7xs
Victims of domestic abuse deserve to feel #SafeAtHome. Here’s how my bill w/ Sen. Klobuchar would help: https://t.co/hkl0QHPDGL
.@NWMOState students gained hands-on experience in emergency &amp; disaster response @ 5th Annual #MOHope https://t.co/pDfODpKGPL
"Our country’s 70,000+ page tax code is hurting Missourians. That’s why we’re working to provide #taxreform to help… https://t.co/U2qrQa54Og"
.@CSPAN is heading to #JeffCity tomorrow https://t.co/UXaEQok6ZO
Understanding #behavioralhealth is part of understanding overall health. https://t.co/K7XhDNQUW1
My statement on President Trump’s Iran announcement: https://t.co/aioh1Pz3KL
Thanks @TheBrentMcGinty for an insightful discussion on how we can continue to improve these vital services https://t.co/htMRaAYXhx
Missouri is leading the country in how we treat mental &amp; #behavioralhealth https://t.co/UTjH14zCm5 via @kolr10kozl
📺 Watch to learn more about my recent visit to the Ozark Center in Joplin https://t.co/Z0HuB5AMdZ
"#OTD 1775, @USNavy was founded by the Second Continental Congress. Happy #242NavyBDay https://t.co/dxIH0CfxKR"
RT @kzagame_KQ2: Senator @RoyBlunt gets warm welcome at @StJoFamGuidance this AM as he highlights continued efforts for Excellence in Menta…
RT @cjdavisBBH: Thank you @RoyBlunt for your advocacy for integration and improving mental health access #GameChanger @kytv #CCBHC https://…
"In St. Joe @ Family Guidance Center, thanks for a great dialogue &amp; update on the Excellence in Mental Health Act pi… https://t.co/PHTngDkWdp"
Proud to say Missouri is leading the country in improving/expanding access to mental &amp; #behavioralhealth treatment https://t.co/B4eyydvMwD
RT @thebrentmcginty: Thanks for your support for behavioral health services @RoyBlunt !! https://t.co/rVdVFjTJGV
It’s time we treat mental health like all other health in this country. https://t.co/V46Lcls2d5
We’re moving forward with how we treat mental &amp; #behavioralhealth https://t.co/58GE1Z2DPz via @kytv
Visited @SwopeHealth in Kansas City today to examine ways to strengthen community mental &amp; #behavioralhealth servic… https://t.co/xReUVjm1ZI
Attended @SHSofMO’s meeting last week. Proud to be a part a preserving our history for future generations. 📷:… https://t.co/p4NhAajE9j
RT @DSheddTV: .@RoyBlunt is in #SGF advocating for mental and behavioral health reform at Burrell Behavioral Health Center https://t.co/9Nv…
Spoke @ Ozark Center in Joplin re Excellence in Mental Health Act. Learn about recent efforts to expand services… https://t.co/gnH5TNCjdr
RT @Kcumb: A critically important time for behavioral health treatment: @RoyBlunt discusses bipartisan federal Excellence in Mental Health…
Thanks to the med pros @ Family Care Health Center in #STL for your insights on expanding access to… https://t.co/lVvFr9GKRT
Stopped by Northeast Missouri Health Council in Kirksville to discuss how we can work together to improve mental he… https://t.co/z30caFaYaJ
Congratulations Dr. Kleinsmith https://t.co/NoQn3tLd5U
#TaxReform means hardworking families get to take home more of the money they've earned https://t.co/BUrlL0aZji
Glad I could attend Jeff Jensen’s swearing in. I know he’ll do a terrific job as US Attorney for Eastern District o… https://t.co/SxbTWSqDYx
"Good news - @POTUS signed my bill, paving the way for construction of Riverside Bridge https://t.co/qWj1z1ns6T"
"On #WorldMentalHealthDay, check out the steps we’re taking to ensure mental health is treated like all other health https://t.co/gaVWHqUKy8"
I’ll continue working w/Trump admin on all-of-the-above energy policy that supports #MO ag industry &amp; manufacturers https://t.co/4PI104tpBm
I’ve fought excessive energy regulations for years. Glad to see Trump admin will put a stop to these harmful rules https://t.co/4PI104L0sU
.@EPA announcement is a huge relief for Missourians who faced double-digit utility bill hikes under so-called CPP https://t.co/4PI104tpBm
"RT @MO_Farm_Bureau: Internet service is as easy as turning on a light switch for some, but for many Missourians that isn’t the case. https:…"
We need a tax code that encourages higher take-home pay &amp; better jobs. #TaxReform https://t.co/UX81X4KaHQ
"Since #SafeAtHome began in 2007, 4,000+ Missourians have been protected through the program. https://t.co/54MC0PGu2k"
I commend the Trump administration for taking action to ensure Americans’ First Amendment freedoms are protected https://t.co/JAICqsgskz
"Missouri is home to more than 260,000 manufacturers. I'm proud to celebrate #MFG17 &amp; our state's manufacturing indu… https://t.co/p9sgrqr9p9"
Tune in as I join Tom &amp; @carriesmanyhats on the @tombradleyshow at 7:30 am CT. Listen live here: https://t.co/jQzCYdcHqD
Proud to support @LindseyGrahamSC’s bill to protect #paincapable unborn children https://t.co/wMRbqV95Ze #TheyFeelPain
It’s unacceptable that 50% of Americans are living paycheck to paycheck. #TaxReform https://t.co/RMiq6Dpr9B
RT @StLouisBlues: Starting the season with a W 🎵 #stlblues #AllTogetherNowSTL https://t.co/9fmaRaAgut
Wonderful to meet w/ Elijah &amp; his dad re: #ABLEAct. Elijah is an impressive young man &amp; an inspiration to us all… https://t.co/vwFvHEqypr
"After a decade of slow wage growth, Americans deserve #taxreform that allows workers to keep more of their income https://t.co/R2sQajlE7j"
RT @AACR: Thank you @RoyBlunt for leading the Dear Colleague letter supporting Congressionally Directed Medical Research Programs. #Researc…
Look forward to joining @McGrawMilhaven &amp; @kells_jackson on The McGraw Show at 7:20 am CT. Listen live here: https://t.co/xoV76OGUZF
My bill w/ @SenStabenow will help get us closer to our goal of treating mental health like all other health. https://t.co/cT1QVoG4Sq
RT @nationalcouncil: Thanks @SenStabenow @RoyBlunt @DorisMatsui @RepLanceNJ7 for working to expand #mentalhealth &amp; #addictions services htt…
9 out of 10 taxpayers use tax preparer or computer software to do their taxes. We need a simpler tax code https://t.co/pnYaNz1Rls #TaxReform
Thank you for the honor https://t.co/CIjQymeLg6
"#SafeAtHome bill adds a layer of protection for victims of domestic violence, rape, stalking &amp; human trafficking https://t.co/VgUTG1gfDz"
"Glad POTUS chose R.D. James, an accomplished engineer &amp; #MO farmer, to serve as Asst. Sec. of the Army, Civil Works https://t.co/5mu1ljwCN9"
Glad that @DeltaRegional will invest key resources to improve infrastructure &amp; expand access to health care in #SEMO
Jeff Jensen’s commitment to building safer communities is exceptional. I wish him well in his new role as US Attorney for Eastern Dist of MO
"Proud that Stephen Censky, a strong voice for #MO farmers, received unanimous support to serve as Dep. Sec. of @USDA https://t.co/9vCllcnzHr"
"Did you know our tax code is more than 70,000 pages long? It’s time to simplify the tax code. https://t.co/pnYaNz1Rls #TaxReform"
Thank you Matt Clark for 10 years of great baseball &amp; great memories for people w/ special needs https://t.co/wwY27Os8e2
The CHIME Act will ensure that community health centers are able to provide vital health services to those in need https://t.co/vn3N9zj7kB
"Congratulations, @CarolStark30. A great pick for head of #MO Press Association"
Mr. James's dedication to public service &amp; commitment to safer communities will make him an excellent U.S. Marshal https://t.co/FzNPmy9Bac
"RT @Chiefs: We remain undefeated after a 29-20 Monday night thriller. #WASvsKC

➡️ https://t.co/4hhNFzqpbU https://t.co/juHou57zTZ"
My #SafeAtHome bill w/ Sen. Klobuchar will help strengthen privacy protections for victims of domestic violence.… https://t.co/8GdVxWoJXd
"Grateful for the law enforcement &amp; medical personnel who responded to the attack, and are working around the clock to save lives"
Saddened by the tragic loss of life in #LasVegas. My thoughts are with all of the families affected by this horrific attack.
More than 500k Missourians rely on community health centers. This bill will help ensure these centers remain open: https://t.co/vn3N9zj7kB
.@SenStabenow &amp; I just introduced legislation to reauthorize critical funding for community health centers. https://t.co/vn3N9zj7kB
Victims of abuse &amp; domestic violence deserve to feel safe &amp; protected in their own homes. https://t.co/E6hraBKULQ #SafeAtHome
4 #STL schools have been recognized as National Blue Ribbon schools https://t.co/ZEtOzNxgjs
RT @SOMissouri: We couldn’t be more excited to announce that our State Indoor Games will be coming to St. Joseph for the next three years s…
I joined w/ @MissouriSOS &amp; @RepJasonSmith to intro #SafeAtHome Act to protect victims from their abusers https://t.co/CekP3M4SdD
Proud to join you https://t.co/F2TQPwVLMl
More jobs 👷 Fairer taxes ⚖️ Bigger paychecks 💵 https://t.co/Udo1JBRcPj
#SafeAtHome Act will help strengthen privacy protections for victims of domestic violence
What is an address confidentiality program? It’s a way to help victims be #SafeAtHome https://t.co/6R539bp2k4
Victims of abuse and domestic violence deserve to feel safe and protected in their own homes. #SafeAtHome
.@NNEDV &amp; @NCADV endorsed my bill to protect victims’ true addresses from their abusers &amp; help them be #SafeAtHome
"If fed agencies/courts require victims to reveal their true address, they could be placed in danger. #SafeAtHome Ac… https://t.co/AwWyekujMc"
Sen. Klobuchar &amp; I intro’d #SafeAtHome Act to help protect domestic violence victims from their abusers https://t.co/R914DIrwjy
RT @springfieldNL: 7 places to see fall colors in Springfield and the Ozarks https://t.co/hNKo3jaxtA
We have a responsibility to ensure our veterans have access to quality behavioral &amp; mental health treatment https://t.co/7T8k4zhxD0
"Welcome back, @SteveScalise https://t.co/vlNxeCHcAA"
RT @SenateCommerce: WATCH LIVE: @RoyBlunt convenes hearing to examine reforms to @TSA https://t.co/8XrjA9jltF
.@SenBlumental &amp; I intro’d legislation to help more veterans receive the counseling &amp; support they need https://t.co/7T8k4zhxD0
We need to simplify our burdensome tax code to provide relief for Missourians. https://t.co/ag4uvKgCvj
It’s Girls in Future Technologies Day in #KCMO – an incredible opportunity for girls to explore #STEM https://t.co/iSrJxMAITe
Premiums have skyrocketed under #Obamacare. MO families can't afford a tax that will drive costs up even further https://t.co/V6q3bEcMeh
"Thanks for stopping by, @PresidentJazz https://t.co/HuUTELgeqC"
RT @kolr10kozl: Reading Buddies Program Turns Page for Young Students https://t.co/zxfRnln1PG https://t.co/Y3Tck9W0pX
Looking forward to seeing @POTUS sign my bill to replace Riverside Bridge into law https://t.co/dDbtwr3h22
Did you know Dunn Ranch Prairie is home to one of Missouri’s largest wild bison herd? https://t.co/36V75Fj15Z
"Congrats to MO Principal of the Year, @RSHSPrincipal &amp; thanks for all you do to provide Rockwood Summit HS students… https://t.co/Y6XVD44PSz"
"Thank you, Ozark Center, for 10 years of providing critical behavioral health care at Magnolia Heights in Joplin"
RT @kolr10kozl: Branson Entertainers Perform for Hurricane Relief Fundraiser https://t.co/955ABThPDi https://t.co/LrZyU19NRw
I’m proud to announce that my bill to help replace the Riverside Bridge is headed to POTUS’ desk. https://t.co/xABqZmKXMk
Our current tax code is a burden on Missouri families &amp; #smallbiz. https://t.co/pnYaNz1Rls via @kcstar
Expanding access to broadband is a win for all Missourians ⬇️ https://t.co/yu7zf3ELMy https://t.co/WyJgRdwNSE
Look forward to joining @MarkReardonKMOX this afternoon at 2:20 CT on @KMOX. Listen here: https://t.co/CeBKYlucoD
Our tax code should help working families get ahead. Watch here for more of my thoughts on tax changes: https://t.co/NMemdpUHGc
It was an honor to be there https://t.co/bFIe5MU4NQ
"#MO families &amp; #smallbiz need a tax code that works for them, not against them. https://t.co/2jqauzAdcp https://t.co/TdJSuxjQX1"
.@WOWaquarium in #SGF is officially open https://t.co/OFFjC0RBpp
#MO is sending @NationalGuard to help U.S. Virgin Islands recover from Hurricane #Maria https://t.co/TpBJ3n61Y6
"RT @NACHC: Senate Bipartisan Letter Urges ""Swift Resolution"" to the Health Center Funding Cliff, https://t.co/E0uAlqvkCs #FQHC #fixthecliff"
#MO clinics will receive new grant funding to support treatment for mental health &amp; combat opioid epidemic https://t.co/emrV19ftmM @kytv
".@WOWAquarium will be home to 35,000 fish, mammals, reptiles, amphibians &amp; birds &amp; 1.5+ miles of trails https://t.co/ZIWBcqzZMw"
Tune in as I join @MarcCox971 on @971FMTalk this afternoon at 1:25 pm CT. Listen live here: https://t.co/6cVoQRzUrL
RT @WUSTLmed: A new algorithm analyzes patients’ medical records to predict future #Parkinsons diagnoses https://t.co/7gbDZ3hzfm
.@MizzouEngineer researchers’ laser study could mean a breakthrough discovery on how we treat cancer https://t.co/nmlwzrazHW
We’re now one step closer to providing military families with the flexibility they deserve. #FY18NDAA https://t.co/Sh8zowj4zs
Joined @SenStabenow in urging Senate @GOPHELP Committee to extend funding for community health centers. https://t.co/o2wazzXkQb
More than half a million Missourians rely on Community Health Centers. We can’t allow funding for CHCs to lapse: https://t.co/o2wazzXkQb
@USACEHQ @TableRockLakeMO .@TableRockLakeMO community deserves to have their voices heard on new shoreline manageme… https://t.co/hZuDZGFshE
"Sent a letter to @USACEHQ urging them to halt @TableRockLakeMO plan, which will hurt families &amp; businesses https://t.co/tP8hSaDaGF (1/2)"
"RT @WOWaquarium: With 1.5 million gallons of freshwater and saltwater habitats, we wonder if Missouri can still be considered a landlocked…"
"My bill will help ensure houses of worship can continue providing food, shelter, &amp; more during natural disasters: https://t.co/2FCaTKPCqp"
Look forward to joining @jallman971 on @971FMTalk this morning at 7:35 CT. Tune in live here: https://t.co/6cVoQRRvjj
"Proud #MO is home to Whiteman AFB &amp; Rosecrans ANGB. On behalf of Missourians, thank you #USAF for 70 yrs of service &amp; sacrifice"
"#OTD 70 years ago, the @USAirForce was founded. Thank you to all the brave airmen who serve &amp; keep us safe. https://t.co/6FgaWrtle4"
Get a first glimpse of the new @WOWAquarium in #SGF. Doors open this Friday https://t.co/wQGpOu63lL
.@Glassdoor ranked #KCMO &amp; #STL in the top 5 best cities for jobs this year https://t.co/vjMas28FeE
"As a fmr history teacher, it’s great to see people who are passionate about preserving our history https://t.co/OjKVMUOXq3 via @newstribune"
Strengthening border security must be part of the path forward on immigration https://t.co/VAP3ZVBAQ6
We need to make changes in the tax code that will increase take-home pay for hardworking families https://t.co/EgzYN9zmJl
"Today I joined Chris Wallace on @FoxNewsSunday to discuss border security, taxes, and unrest in St. Louis https://t.co/w4X5PPTLXN"
My statement on the Jason Stockley verdict: https://t.co/FJN8aYosl0 https://t.co/EGJuf5Truk
Tune in as I join Morningline with Steve Helms on @NewsTalk560 at 6:45 CT. Listen live here: https://t.co/SmSeo1X3of
"My Military Family Stability Act, which is included in #NDAA, will provide more flexibility for military families https://t.co/IWJDcHJ2UJ"
"#NDAA includes vital Missouri defense priorities, including a new hospital @FortLeonardWood &amp; funding for NGA West https://t.co/IWJDcHJ2UJ"
Bringing a taste of the Hill to the Hill with #STL toasted ravioli &amp; gooey butter cake https://t.co/hJ7KTtXLbd
"RT @AmDiabetesAssn: Advocate Dave Johnson (Kansas City, MO) and @RoyBlunt (R-MO) at the Rally for Medical Research reception. #RallyMedRes…"
"Thanks for all your hard work this summer, Lauren https://t.co/z4e06nL4jO"
"From @weeklystandard: Graham-Cassidy advances pro-life goals, redirects $ to CHCs, restores Hyde Amd protections https://t.co/oNxAxZD6KN"
"@LindseyGrahamSC @BillCassidy Graham-Cassidy bill repeals #Obamacare mandates, protects those w/ pre-existing condi… https://t.co/Uzqs2uUtTb"
Proud to support @lindseygrahamSC @billcassidy bill that would provide better health care for Missourians https://t.co/RcxkbpTy0T (1/2)
"As a member of the approps committee, I’ve been proud to advocate for C-130 modernization at 139th Airlift Wing https://t.co/4g33YxRBaM"
Great job @WUSTL &amp; @SLU_Official on moving up in @USNews best colleges for 2018 👍 https://t.co/zNIMWHpZJD
Outdated tax policies are taking money out of the pockets of hardworking Missourians https://t.co/2jqauzAdcp https://t.co/p1AF15RLaJ
"RT @Elisa_Raffa: A sign that while it will feel a bit summery this weekend, fall is on its way! Fall foliage picture sent in by Collette Li…"
Look forward to joining @KMBZradio this morning at 6:40 am CT. Tune in live here: https://t.co/7yUpARZnLe
"RT @RallyForNIH: Senator @RoyBlunt addressing the #RallyMedRes advocates. Thank you, Senator, for your continued support of @NIH! https://t…"
"RT @MizzouAthletics: #Mizzou welcomed 2,000 STL youth to campus last Saturday for the Mizzou Youth Experience

INFO 👉 https://t.co/nE97gde3…"
Glad that #NDAA includes my bipartisan Military Family Stability Act. Watch to learn how it would make a difference… https://t.co/u1k1BgpzNL
.@Habitat_Org Joplin volunteers are building a new home for disabled Army veteran Ronald King &amp; his wife https://t.co/dXyv8RdMqI
"#MO will soon be home to a Vietnam Memorial sister wall, an important symbol of our nation’s history https://t.co/tTRZmPcTRn"
Passing #NDAA is key to ensuring servicemembers have the resources they need to effectively perform their missions https://t.co/3XNlpw0vsM
Honored to receive @ACSCAN’s Nat’l Distinguished Advocacy Award for my efforts to increase federal investment in… https://t.co/prhf5UQjd5
Chatted w/ Charlie Dickinson from Missouri @VFWHQ about the need to continue making sure vets have care &amp; benefits… https://t.co/gO6Xtftlhj
"RT @WUSTLmed: Congrats to Robert D. Schreiber, #BalzanPrize recipient for groundbreaking work in immunology and melanoma research! https://…"
@VVMF To new Missouri’s Natl Veterans Memorial Park in Perryville. The park will include nation’s 1st permanent/ful… https://t.co/g9It7iWxLg
Honored &amp; humbled to join Missouri Vietnam vets in sending off flags flown over @VVMF. The flags now are starting a… https://t.co/IKfHhwaC0t
"Thank you for the warm welcome, look forward to continuing our work together to advance the fight against cancer https://t.co/bgFnIljY8s"
"Thank you to the first responders, service members &amp; intelligence professionals who work tirelessly to keep us safe https://t.co/U3FXqMml54"
"On #September11th, our brave first responders showed the world the American spirit would never be broken. https://t.co/U3FXqMDWtE"
"Today, we pause to remember the thousands of Americans who were killed on 9/11 &amp; pray for the families who lost so… https://t.co/TL2gaPnl4u"
We remember those killed on #September11 &amp; honor brave men &amp; women who put their lives on the line to keep us safe https://t.co/7kkhxcu1jx
A pattern of sustained investments in the @NIH will lead to more treatments &amp; cures for our most deadly diseases https://t.co/WaKDiIkvYK
Our tax code has nearly doubled since 1985. MO families need a simple &amp; fair tax code. https://t.co/2jqauzAdcp
"RT @RobertEgge: Thank you @RoyBlunt, @PattyMurray &amp; the rest of the Senate Appropriations Committee for supporting Alzheimer's research #En…"
📺: Why we should continue to invest in @NIH https://t.co/eobNsPV60d
"RT @JeffreyRMillman: Glad to see my US Senator @RoyBlunt promoting @NIH funding, which benefits all Americans https://t.co/Zhu0vHJuBN"
RT @greg_luzecky: Thank you @RoyBlunt  for your continued support for Alzheimer's Research and NIH funding #endalz #alzgreatermo
I toured new @JordanValleyCHC behavioral clinic last week to see how they're improving primary &amp; mental health care https://t.co/I4hd1GCh1L
Labor/HHS bill prioritizes resources for program that have most benefit for most Missourians https://t.co/6JKJNCkvcS via @springfieldNL
Congrats @Chiefs on starting the season with a W https://t.co/NVZGker54r
The Labor/HHS bill reflects Missourians’ priorities and includes critical resources for our state: https://t.co/oGD0mSTMYS
Another $2 Billion @NIH increase will give experts more resources to help them treat &amp; cure the most deadly diseases https://t.co/oGD0mTbons
RT @ALZIMPACT: Thank you @RoyBlunt for your leadership to #endalz! https://t.co/pkEbPI50TI
"RT @fundNIH: Thank you, @RoyBlunt @PattyMurray for your bipartisan leadership in support of #NIH funding! #FundNIH #FundUSAScience https://…"
RT @ASCO: Thank you to @RoyBlunt @PattyMurray for supporting a $2 billion increase to #FundNIH and investing in cancer research!
"Labor/HHS bill increases maximum #PellGrant award, makes college more affordable for #MO students https://t.co/38dp0PVtRv"
"As Chair of Labor/HHS, we’ve worked to eliminate or consolidate a total of 36 programs totaling over $1.2 billion over past 3 years"
Tune in as I join @McGrawMilhaven &amp; @kells_jackson on The McGraw Show at 8:35 am CT. Listen live here: https://t.co/xoV76Opk87
"Labor/HHS bill invests $816 million in critical resources to combat opioid abuse, a 440% increase over past 2 yrs https://t.co/38dp0PDSsV"
The @NIH is one step closer to receiving its third consecutive $2 billion increase for lifesaving medical research… https://t.co/BgyCoX49HJ
"After seeing #Harvey footage on TV, 11 yr old Jack Spencer from Carl Junction raised $1,000 for Harvey victims. https://t.co/mJi8khlShw"
"RT @SenateGOP: ""The length of our tax code has nearly doubled since 1985."" – Sen. @RoyBlunt via @KCStar #TaxReform https://t.co/Phw15dOySo"
.@WUSTLMed received $46M grant from @NIH to research new therapies &amp; speed their application to improve healthcare https://t.co/xA5em7l4PS
#MO farmers/ranchers play key roles in meeting world food demand. I’m working to ensure they have tools to succeed https://t.co/da3G8cF5RJ
My full statement on the Trump Administration’s #DACA announcement ⬇️ https://t.co/ZYLqegE1w6
"Tax cuts &amp; pro-growth policies will strengthen our economy, boost wages &amp; help families. More from my @KCStar op-ed: https://t.co/lfxIPn2ImS"
America should not be forfeiting jobs &amp; economic growth to other countries b/c of our broken tax code https://t.co/lfxIPn2ImS
It’s been far too long since hardworking families saw the kind of change in take-home pay that makes a difference https://t.co/a9xz5qTBXL
My op-ed in today’s @KCStar: families &amp; small business need tax relief https://t.co/a9xz5qTBXL
"Today I joined @ChuckTodd on @MeetThePress to discuss North Korea, Hurricane Harvey and the need to provide tax rel… https://t.co/Hz3qOVv0eW"
Lowering taxes is key to creating better jobs and more take-home pay for American families. https://t.co/QXZw27Kda1
President Trump is right to leave all options on the table in dealing with the North Korean threat https://t.co/M0m2P21BMn
.@JordanValleyCHC &amp; Pathways Community Health are doing a great job improving &amp; expanding access to quality health… https://t.co/0jL1h0KPaH
Toured @JordanValleyCHC's new behavioral medicine clinic to learn more about how they’re improving behavioral &amp; men… https://t.co/6Atol2cntb
"It was great to join students, faculty, &amp; local officials at @CrowderCollege to celebrate the MARET Center’s 5th an… https://t.co/oUcGWymAE3"
Enjoyed catching up with Col. Oliver North and Bishop Rice at last night's @VitaeFoundation dinner in #SGF https://t.co/jx5Cg0qYMz
Toured Ozarks Medical Center today in West Plains &amp; spoke w/medical professionals &amp; law enforcement about efforts t… https://t.co/b9qBwDYX4s
It’s time to end the digital divide &amp; bring broadband access to more Missourians https://t.co/PrmXoDVJ3z
"RT @columbiatribune: A Boone County-based urban search and rescue group, Missouri Task Force 1, has rescued 366 people in east Houston. htt…"
RT @CAFNRDean: Tremendous turnout for the 56th annual Delta @MUResearchCtr field day.  #CAFNRproud https://t.co/NSVrRMSXCM
"Spoke @ Delta @MUResearchCtr field day about how #MO is uniquely positioned to meet world food demand, which is exp… https://t.co/KZQDBjWq2U"
A broken tax code is hurting Missouri families &amp; #smallbiz owners. It’s time for pro-growth tax policies that work for the people.
Tune in as I join @jallman971 on @971FMTalk this morning at 7:35 CT. Listen live here: https://t.co/6cVoQRzUrL
Look forward to joining @POTUS in #SGF tomorrow &amp; working w/him on pro-growth tax policies that will help #MO families &amp; #smallbiz
Rescue crews &amp; volunteers from St. Joseph are heading to Houston to help with #Harvey rescue efforts https://t.co/ifDpHZo9rL
".@AnheuserBusch in #STL sent 50,000+ cans of water to #Harvey victims https://t.co/2YLurcn7oI"
